,acronym,meaning_wiktionary,meaning_pdf,meaning_any
322,"מכא""ם",TODO,['מפקדת כוחות האוויר המיוחדים'],True
323,"מכהנ""ם",TODO,"['מפקד הכוחות נגד־מטוסים ]לרוב הוגים: מפקד כוחות הנון־מם; ראו: מהגנ""א', 'מפקדת הכוחות נגד־מטוסים ]לרוב הוגים: מפקדת כוחות הנון־מם; ראו: מהגנ""א']",True
324,"מכהנ""מ",TODO,,True
325,"מל""ח",TODO,['משק לשעת חירום '],True
326,"מל""ט",TODO,['מתקן לאימון טענים 125'],True
327,"מל""ם",TODO,"['מודיעין למבצעים;', 'מעבדה לתשאול מדעי;', 'מהירות לוע מדודה;', 'המרכז ללימודי לחימה מתקדמים;', 'המרכז למורשת המודיעין;', 'המרכז ללימודי המחשב;', 'מרכז ללימודי איכות הסביבה;', ""מילוי 'בטן' מחדש;"", 'מרכז למידה;', 'מחלקת המבצעים;', 'המחלקה לאיסוף מודיעין;', 'מרכז למיכון משרדי;', 'מודיעין לפני מבצע;', 'מרכז להדרכת מחשוב אישי;', 'מודיעין למטרות']",True
328,"מל""ש",TODO,"['מלחמת לבנון השנייה;', 'מיל לשעה;', 'מרכז לימודי שדה']",True
329,"מלא""מ",TODO,,True
330,"מלש""ב",TODO,['מיועד לשירות הביטחון'],True
331,"ממ""ח",TODO,"['משרד ממוחשב;', 'משימת מודיעין חזותי מוטס']",True
332,"ממ""ס",TODO,"['מודיעין מסכל ]ראו גם ;]CI', 'מרכז מבצעים סוללתי;', 'מרכז מיכון וסטטיסטיקה;', 'מרכזת מיתוג ספרתי;', 'מרכזת מבצעית ספרתית;', 'מערכת מיתוג ספרתית']",True
333,"ממ""ק",TODO,['מרחב־מוגן קומתי'],True
334,"ממח""ג",TODO,['מפקד מחלקת חימוש גדודית '],True
335,"ממצ""פ",TODO,['מפקד המשטרה הצבאית הפיקודי'],True
336,"ממר""ם",TODO,['המרכז למחשבים ולרשתות תקשורת נתונים ]לפנים: מרכז המחשבים והרישום הממוכן'],True
337,"ממת""ם",TODO,"['מערכות מידע, תהליכים ומחשוב;', 'מפעילות מערכות תקשוב ומידע']",True
338,"מנ""ט",TODO,"['מטול נגד־טנקים;', 'מרכז ניסויי הטיסה;', 'מרכז נגד־טנקים ]לרוב הוגים: מרכז נון־טית']",True
339,"מנ""ת",TODO,"['מחלקה לניתוב תיקים;', 'מערכת ניהול תחמושת;', 'מודיעין, ניתוב ותחקור']",True
340,"מנה""ג",TODO,['מנהל הגיוס '],True
341,"מס""ר",TODO,"['מסגרת סעף ראשי;', 'מערך הסיעוד הראשי']",True
342,"מסו""ל",TODO,['מפקד סוללה'],True
343,"מסח""א",TODO,['מספר חיל האוויר '],True
344,"מסק""ר",TODO,"['מסוק קרב ]ברבים: מסק""רים; ראו גם ]AH']",True
345,"מע""ד",TODO,"['מערכת יד ;', 'מכשיר עזר דיבורי']",True
346,"מפ""ז",TODO,['מוקש פזיר ]ראו גם ]SM'],True
347,"מפ""ט",TODO,"['מחסנאי פקיד טכני;', 'מוצב־פיקוד טייסתי;', 'מתאם פריטלסקופטלוויזיה']",True
348,"מפ""טיה",TODO,,True
349,"מפ""ם",TODO,['מפקד פלוגת מפקדה'],True
350,"מפ""צ",TODO,,True
351,"מפא""ת",TODO,['המנהל למחקר ולפיתוח אמצעי לחימה ותשתית טכנולוגית'],True
352,"מפח""ט",TODO,"['מפקדת חטיבה;', 'מוצב פיקודי חטיבתי']",True
353,"מפח""י",TODO,['מפקדת חיל הים '],True
354,"מפח""ש",TODO,['מפקדת חילות השדה '],True
355,"מפי""כ",TODO,['מוצב־פיקוד כנפי'],True
356,"מפל""ג",TODO,"['מפקד פלגה ;', 'מפקדת פלוגה']",True
357,"מפל""ז",TODO,"[""'מפלי בזלת' ]כינוי לכרטיס חכם המשמש להזדהות החייל""]",True
358,"מפמ""ר",TODO,"['מפקד מרכז;', 'מפקח מרכז מקצוע']",True
359,"מפצ""ר",TODO,['מפקדת הפרקליט הצבאי הראשי מפק מפקדה'],True
360,"מפק""ץ",TODO,"['מפקד צוות ]גם מפ""ץ; ראו גם ]TL']",True
361,"מצ""ח",TODO,['המשטרה הצבאית החוקרת ]ראו גם ;]CID'],True
362,"מצ""ל",TODO,"['מציין לייזר;', 'מצורף לכאן;', 'מצבת לוחמים']",True
363,"מצב""ה",TODO,['מצב הכוחות'],True
364,"מצל""ח",TODO,"['מרכז הצל""ם  והחלפים ראו: מרה""ס']",True
365,"מצפ""ע",TODO,['מוצב הפיקוד העליון '],True
366,"מצר""פ",TODO,['המרכז לציוד רפואי '],True
367,"מק""ב",TODO,"['מקלע בינוני ]ראו גם ;]MMG', 'מקלע מקביל;', 'מדור הקישור למחשב']",True
368,"מק""כ",TODO,,True
369,"מק""ר",TODO,"['מרעום קרבה;', 'מגלה קרינה;', 'משרד קשר ']",True
370,"מקהנ""ר",TODO,['מפקדת קצין ההנדסה הראשי'],True
371,"מקח""ר",TODO,['מפקדת קצין החינוך והנוער הראשי'],True
372,"מקל""פ",TODO,['מקלע פלוגתי'],True
373,"מקל""ר",TODO,"['מפקדת קצין הלוגיסטיקה הראשי;', 'מקלע רימונים']",True
374,"מקמנ""ר",TODO,['מפקדת קצין המודיעין הראשי'],True
375,"מקמש""ר",TODO,"['מפקדת קצין המשא""ן הראשי;', 'מפקדת קצין מודיעין השדה הראשי ראו: מקאס""ר']",True
376,"מקרפ""ח",TODO,['מפקדת קצין הרפואה של חיל האוויר'],True
377,"מקרפ""ר",TODO,['מפקדת קצין הרפואה הראשי'],True
378,"מקשל""ר",TODO,['מפקדת קצין השלישות הראשי '],True
379,"מקשנ""ר",TODO,['מפקדת קצין־השריון הראשי'],True
380,"מקתמ""ר",TODO,"['מפקדת קצין התותחנים הראשי מר', 'מרחב או מרחבי;', 'מרעום;', 'מצבר']",True
381,"מר""פ",TODO,['מפקד רפואה פיקודי ]ראוי לנסח: קצין הרפואה הפיקודי'],True
382,"מרה""ס",TODO,['מרכז ההספקה האחוד'],True
383,"מרנ""ט",TODO,"['מטול רקטות נגד־טנקים;', 'מרכז נגד־טנקים ']",True
384,"מרפ""א",TODO,['מרכז רפואי אזורי'],True
385,"מרפ""ז",TODO,['מרכז פיענוח זירתי'],True
386,"מרפ""מ",TODO,,True
387,"מרת""ח",TODO,['מרכז התחמושת והטילים'],True
388,"מש""ה",TODO,,True
389,"מש""ט",TODO,"['מפקד שייטת;', 'מרכז שיטור']",True
390,"מש""ק",TODO,['מפקד שאינו קצין'],True
391,"משא""ן",TODO,[' משאבי אנוש ]ראו גם ]HR'],True
392,"משב""ט",TODO,['משרד הביטחון '],True
393,"משב""ם",TODO,['מוות שאינו בפעילות מבצעית'],True
394,"משה""ב",TODO,,True
395,"משה""ד",TODO,"['מש""ק הדרכה']",True
396,"משהב""ט",TODO,['משרד הביטחון'],True
397,"משל""ב",TODO,"['מפקד שלב;', 'מגמת שילוב בסיסי']",True
398,"משל""ט",TODO,"['מרכז שליטה;', 'מוצב השליטה המרכזי']",True
399,"משק""ש",TODO,"['מש""ק קשר']",True
400,"מת""ט",TODO,"['מתקן לתרגול טקטי;', 'מחקר ותשתית טכנולוגית;', 'המרכז לתרגול טקטי']",True
401,"מת""פ",TODO,['מפגשי תיאום פרויקטים '],True
402,"מת""ק",TODO,"['מנהלת תיאום וקישור;', 'מרכז תחזוקה קדמי;', 'מפקדת תיאום וקישור;', 'מנהלת תוכנית הקריה;', 'מילואים בתנאי קבע;', 'מתן בכיר מתקדם ']",True
403,"מת""ש",TODO,"['מנהל התשלומים ;', 'מתן שני ']",True
404,"מתו""ב",TODO,"[' המשאבים, התכנון והבקרה']",True
405,"מתיל""ן",TODO,"['מודיעין, תצפות, יירוט ולוחמה ניידת']",True
406,"מתפ""ש",TODO,['מפקדת תיאום פעולות הממשלה בשטחים'],True
407,"נ""א",TODO,"['נגד־אדם ] 3-1 הגו: נון־אלף; ראו גם ;]AP', 'נשק אישי;', 'נחיתת אונס;', 'ניהול אש ]ראו גם ]FD']",True
408,"נ""ט",TODO,['נגד־טנקים ]הגו: נון־טית; ראו גם ]AT'],True
409,"נ""מ",TODO,"['נגד־מטוסים ]הגו: נון־מם; ראו גם ;]AA', 'נקודת מוצא;', ""ננומטר ]מונח חלופי ל'מילימיקרון' ומשמעו: יחידת אורך השווה למיליונית המילימטר ראו גם ]nm""]",True
410,"נ""נ",TODO,['נושא נשק '],True
411,"נא""ה",TODO,['נשק אל־הרג'],True
412,"נב""ז",TODO,,True
413,"נגמ""כ",TODO,"['נגמ""ש כבד']",True
414,"נגמ""ש",TODO,"['נושא גייסות משוריין ]נגמש, לנגמש, נגמוש, מנוגמש, נגמשי – בלי גרשיים; ראו APC וגם ]ATC']",True
415,"נגמחו""ן",TODO,"['נגמ""ש מוגן־גחון']",True
416,"נגמשו""ט",TODO,"['נגמ""ש  \'שוט\'']",True
417,"נדב""ר",TODO,['נוהל דיבור ברדיו'],True
418,"נו""ב",TODO,"['ניטור ובקרה;', 'ניהול ובקרה;']",True
419,"נומ""ט",TODO,,True
420,"נז""א",TODO,"['נזק אגבי;', 'נוהלי זרוע האוויר והחלל ']",True
421,"נח""ל",TODO,['נוער חלוצי לוחם'],True
422,"ני""כ",TODO,['ניתוחים כלכליים'],True
423,"ניתו""ב",TODO,['ניהול תקציב  ובקרה'],True
424,"נמ""ר",TODO,"['נגמ""ש \'מרכבה\';', 'ניהול  בקרה מערכתי ורשתי']",True
425,"נפג""מ",TODO,,True
426,"נק""ל",TODO,['נשק קל ]ראו גם ]SA'],True
427,"נקח""ל",TODO,['נציב קבילות החיילים'],True
428,"נקנ""ש",TODO,['ניקיון נשק'],True
429,"נש""ב",TODO,,True
430,"נש""מ",TODO,,True
431,"נש""ר",TODO,['ניווט קשר רדיו'],True
432,"נשמ""ת",TODO,['נשק מונחה ותחמושת'],True
433,"ס""ב",TODO,"['סודי ביותר ]גם סו""ב; ראו גם ;]TS', 'סוג ביטחון ']",True
434,"ס""מ",TODO,"['סגן מפקד ] 2-1 אל תקצרו בנקודות: ס.מ.; ראו DFC וגם ;]IC2', 'סוד מועדף ;', 'סוללה מקומית']",True
435,"ס""פ",TODO,"['סוג פעולה;', 'סילוק פצצות ]הגו: סמך־פא; עדיף המונח סילוק נפלים; בסימנים מוסכמים - בלי גרשיים']",True
436,"סא""ל",TODO,['סגן־אלוף'],True
437,"סג""ם",TODO,['סגן־משנה'],True
438,"סג""ר",TODO,['סירת גרר'],True
439,"סד""ג",TODO,"['ספינת דיג;', 'סדר גודל']",True
440,"סד""כ",TODO,"['סדר־כוחות ]ראו גם ]ORBAT ,OOB ,OB']",True
441,"סד""פ",TODO,['סדר פעולות'],True
442,"סח""י",TODO,['סקירת חדשות יומית 159'],True
443,"סחת""ם",TODO,['סירת תותחנים'],True
444,"סט""ר",TODO,['ספינת טורפדות'],True
445,"סטי""ל",TODO,['ספינת טילים'],True
446,"סיו""ש",TODO,['סיור ושליטה'],True
447,"סכמ""ש",TODO,['סיכום שבועי 160'],True
448,"סמ""ב",TODO,['סמל מחלקה בכיר'],True
449,"סמ""ח",TODO,"['סדרת מיון חילי;', 'סימן מחשיד']",True
450,"סמ""ט",TODO,"['סגן מפקד־טייסת ;', 'סמל טכני']",True
451,"סמ""ל",TODO,"['סגן מחוץ למניין ]כיום כותבים בלי גרשיים: סמל, סמלת', 'סיוע מל""ח  למפעלים']",True
452,"סמ""פ",TODO,['סגן מפקד־פלוגה ]יש ההוגים: סמך־מם־פא; ראו גם ]CO XO'],True
453,"סמ""ר",TODO,"['סמל ראשון ]ראו גם ;]SSG', 'סיירת משמר;', 'ספינת משמר;', 'סוללה מרכזית']",True
454,"סמאו""ג",TODO,['סגן מפקד־אוגדה'],True
455,"סמב""ס",TODO,['סגן מפקד־בסיס'],True
456,"סמב""ץ",TODO,['סמל מבצעים'],True
457,"סמב""צ",TODO,,True
458,"סמג""ד",TODO,['סגן מפקד־גדוד'],True
459,"סמו""ר",TODO,['סליקים ומנהרות '],True
460,"סמח""ט",TODO,['סגן מפקד־חטיבה'],True
461,"סמטכ""ל",TODO,,True
462,"סמסו""ל",TODO,['סגן מפקד־סוללה'],True
463,"סס""ל",TODO,['סרט־סימון לבן'],True
464,"ספי""ר",TODO,['סילוק פצצות אוויר'],True
465,"סצ""ר",TODO,['הסנגור הצבאי הראשי'],True
466,"סרס""פ",TODO,"['סגן הרס""פ']",True
467,"סרע""ן",TODO,['סגן ראש ענף'],True
468,"סרע""נ",TODO,,True
469,"סת""ח",TODO,['ספינת תותחים 164'],True
470,"סת""פ",TODO,['סמל־תורן פלוגתי'],True
471,"עב""ס",TODO,['עבודות בסיס'],True
472,"עימו""ג",TODO,['עימות מוגבל '],True
473,"עלמ""ש",TODO,['עליית משמר'],True
474,"עמ""נ",TODO,"['עתודת מיקוש ניידת;', 'על מנת ']",True
475,"עת""ף",TODO,"['עמדת תצפות ]גם עת""ץ; ראו גם ]OP']",True
476,"פ""ג",TODO,['פעילות גופנית'],True
477,"פ""ט",TODO,"['פיקוד טכני;', 'פרח טיס ;', 'פקיד טכני']",True
478,"פ""מ",TODO,"['פקודות המטה הכללי ;', 'פקודת מבצע ] 6-2 הגו: פא־מם; יש ההוגים פ""ם; ראו: פקמ""ב; ראו גם ;]OPORD', 'פסק־דין של בית־משפט מחוזי;', 'פעולת מנע;', 'פקודת משימה;', 'פקודת מעצר;', 'פיקוח משמעת;', 'פקיד מפקד;', 'פינוי מחנות;', 'פעימת מונה;', 'הפלוגה המיוחדת']",True
479,"פ""ק",TODO,"['פקודת קבע ;', 'פרופיל קדמי ']",True
480,"פד""ם",TODO,"['פיקוד הדרום;', 'פעולה דחופה מיידית']",True
481,"פו""ם",TODO,"['המכללה הבין־זרועית לפיקוד ולמטה ראו גם ;]OPORD', 'פלוגות מיוחדות;', 'פעילות מיוחדת;', 'פיקוד והדרכה מתקדמים']",True
482,"פו""ש",TODO,['פלוגות שדה'],True
483,"פומ""ה",TODO,"['פורץ מכשולים הנדסי ;', 'פלטפורמות ומערכות הנעה']",True
484,"פז""ם",TODO,['פרק־זמן מזערי ]ראו גם ]TIG'],True
485,"פזצט""א",TODO,"['פול, זחל, צפה, טווח, אש ']",True
486,"פח""ח",TODO,"['פלוגת חר""פ חטיבתית']",True
487,"פח""ע",TODO,"['פעילות חבלנית עוינת ]הגו: פח""ע בפ""א דגושה ולא בפ""א רפה', 'פעילות חתרנית ערבית']",True
488,"פכט""ת",TODO,"['פנייה, כיוון, טווח, תיאור']",True
489,"פל""ה",TODO,['פלוגת הובלה '],True
490,"פל""ם",TODO,"['פלדה מהירה;', 'פטרול לוחם;', 'פלוגות משמר;', 'פלוגת מפקדה;', 'פלוגת ממתינים;', 'פלוגה מיוחדת']",True
491,"פלה""ס",TODO,['פלוגת הספקה'],True
492,"פלה""ק",TODO,['פלוגת־החייאה קדמית'],True
493,"פלחה""ן",TODO,['פלוגת חיל ההנדסה '],True
494,"פלחו""ד",TODO,['פלוגת חוד'],True
495,"פלחי""ק",TODO,['פלוגת חיל הקשר והתקשוב'],True
496,"פלי""ם",TODO,"['פלמ""ח ים ]הלחם של פלמ""ח וים, הגוף שהיה הזרוע הצבאית הימית של הפלמ""ח']",True
497,"פלמ""ס",TODO,['פלוגה מסייעת'],True
498,"פלנ""ט",TODO,['פלוגה נגד־טנקים '],True
499,"פלס""ר",TODO,['פלוגת סיור 175'],True
500,"פלר""ן",TODO,['פלוגת־רפואה ניידת '],True
501,"פנמ""צ",TODO,,True
502,"פצ""ן",TODO,['פיקוד הצפון'],True
503,"פצ""ר",TODO,['הפרקליט הצבאי הראשי פק פקודה'],True
504,"פצמ""ט",TODO,['פצצת מטול 177'],True
505,"פצמ""ר",TODO,['פצצת מרגמה '],True
506,"פק""ל",TODO,['פקודות קבע לקרב  ]ראו גם ]SOP'],True
507,"פק""ר",TODO,"['פקיד ראשי ;', 'פקיד רשומת']",True
508,"פק""ש",TODO,['פקודות שגרה'],True
509,"פקל""צ",TODO,,True
510,"פקל""ש",TODO,['פקיד לשכה'],True
511,"פקמ""צ",TODO,,True
512,"פקמ""ר",TODO,['פיקוד מרחבי'],True
513,"פקסו""ל",TODO,,True
514,"פקע""ר",TODO,['פיקוד העורף'],True
515,"צ""א",TODO,"['צוות אוויר;', 'צבאי־אזרחי ;', 'צילום אווירי;', 'צרכים אישיים;', 'ציוד אישי']",True
516,"צב""ם",TODO,['ציוד בתי מלאכה'],True
517,"צד""כ",TODO,,True
518,"קטנא""ר",TODO,['קצין הטכנולוגיה והאחזקה הראשי'],True
519,"צח""מ",TODO,,True
520,"צי""ח",TODO,"['ציון ידיעות חיוניות ]צייח, לצייח, ציוח– בלי גרשיים ; ראו PIR וגם ;]EEI', 'ציוד וחלפים ;', 'ציון חשוב']",True
521,"צל""מ",TODO,,True
522,"צל""ש",TODO,"['ציון לשבח;', 'צופן לגל השלישי']",True
523,"צמ""ה",TODO,['ציוד־מכני הנדסי '],True
524,"צנ""ף",TODO,,True
525,"צפ""ח",TODO,"['\'צפע\' חי""ר  ]\'צפע\' - אמצעי לפריצת שדה מוקשים']",True
526,"צפ""ט",TODO,"['צפן טכני;', 'צופן, פיענוח טלגרפיה;', ""צפן עובד טלפרינטר ]'טלפרינטר' בעברית: מדפס רחק""]",True
527,"צפ""ר",TODO,['צפן פיענוח רדיו'],True
528,"צפ""ש",TODO,"[""'צפע' שריון ""]",True
